"Student_ID","Job_Offers","Starting_Salary","Career_Satisfaction","Years_to_Promotion","Current_Job_Level","Work_Life_Balance","Entrepreneurship"
"S03753",3,50900,2,5,"Entry",6,"No"
"S03754",0,42400,6,1,"Mid",7,"Yes"
"S03755",5,36400,9,4,"Mid",8,"Yes"
"S03756",0,54400,7,5,"Entry",9,"No"
"S03757",3,58100,6,1,"Entry",10,"No"
"S03758",2,61500,5,2,"Entry",5,"Yes"
"S03759",5,25000,8,4,"Mid",4,"No"
"S03760",5,43400,2,2,"Mid",5,"No"
"S03761",3,59300,3,3,"Mid",10,"Yes"
"S03762",2,64600,6,4,"Entry",5,"Yes"
"S03763",1,53800,1,1,"Entry",9,"No"
"S03764",0,66200,8,2,"Entry",7,"No"
"S03765",2,52900,9,3,"Mid",2,"No"
"S03766",5,57900,2,2,"Entry",2,"Yes"
"S03767",2,37500,9,4,"Entry",1,"No"
"S03768",2,60900,5,2,"Entry",2,"No"
"S03769",4,30400,8,2,"Entry",2,"No"
"S03770",0,34600,1,5,"Senior",5,"No"
"S03771",4,38500,1,1,"Entry",9,"No"
"S03772",1,75200,4,2,"Mid",7,"No"
"S03773",2,44600,1,5,"Senior",5,"No"
"S03774",0,56700,1,1,"Entry",10,"Yes"
"S03775",5,58400,5,4,"Entry",4,"No"
"S03776",0,58000,2,4,"Mid",6,"No"
"S03777",0,34800,4,5,"Senior",4,"No"
"S03778",2,55500,8,5,"Executive",10,"Yes"
"S03779",5,35500,6,4,"Mid",7,"Yes"
"S03780",3,25300,2,3,"Mid",3,"No"
"S03781",3,75500,3,1,"Senior",8,"Yes"
"S03782",3,46300,2,1,"Senior",8,"No"
"S03783",4,47000,4,5,"Senior",3,"No"
"S03784",2,66000,5,1,"Entry",7,"No"
"S03785",1,62600,9,3,"Mid",1,"No"
"S03786",4,41400,7,1,"Mid",5,"No"
"S03787",0,55400,8,5,"Entry",9,"No"
"S03788",3,58800,7,2,"Mid",2,"No"
"S03789",0,31500,10,2,"Entry",3,"Yes"
"S03790",4,40000,8,5,"Mid",4,"No"
"S03791",5,46400,5,2,"Senior",2,"Yes"
"S03792",3,51700,3,1,"Entry",10,"No"
"S03793",2,71000,7,5,"Mid",6,"No"
"S03794",3,41200,1,5,"Mid",5,"No"
"S03795",3,73500,3,5,"Mid",5,"No"
"S03796",5,58600,7,2,"Mid",8,"No"
"S03797",3,27300,4,4,"Entry",6,"No"
"S03798",4,56300,7,2,"Senior",1,"Yes"
"S03799",3,73300,10,5,"Entry",1,"No"
"S03800",5,48600,10,1,"Mid",10,"No"
"S03801",4,40500,6,4,"Entry",10,"No"
"S03802",0,43000,4,5,"Mid",5,"No"
"S03803",2,58900,7,2,"Executive",3,"No"
"S03804",3,30800,8,3,"Entry",8,"No"
"S03805",4,78000,8,5,"Entry",2,"No"
"S03806",3,68200,7,1,"Senior",5,"Yes"
"S03807",3,62000,2,3,"Entry",6,"No"
"S03808",5,34300,8,3,"Mid",3,"No"
"S03809",3,73700,5,2,"Entry",8,"Yes"
"S03810",1,70800,9,2,"Entry",8,"No"
"S03811",2,73700,6,4,"Mid",6,"No"
"S03812",2,56800,4,5,"Senior",9,"No"
"S03813",4,52500,9,4,"Mid",3,"No"
"S03814",0,56400,1,4,"Senior",3,"No"
"S03815",0,59600,4,3,"Mid",8,"No"
"S03816",0,71700,5,2,"Senior",10,"No"
"S03817",3,32000,4,3,"Executive",4,"No"
"S03818",5,55900,9,5,"Entry",10,"No"
"S03819",4,60100,1,4,"Entry",1,"No"
"S03820",3,68100,3,4,"Entry",8,"No"
"S03821",5,48000,9,5,"Entry",8,"No"
"S03822",1,53800,7,4,"Entry",5,"No"
"S03823",4,50800,5,2,"Mid",2,"Yes"
"S03824",4,57000,6,2,"Entry",7,"No"
"S03825",5,44100,4,4,"Entry",4,"No"
"S03826",4,62300,5,5,"Entry",8,"No"
"S03827",5,58500,8,3,"Entry",10,"Yes"
"S03828",1,30800,5,4,"Entry",6,"No"
"S03829",4,35000,10,1,"Entry",7,"No"
"S03830",5,49800,2,2,"Entry",10,"No"
"S03831",5,98900,8,1,"Entry",2,"Yes"
"S03832",1,48300,3,1,"Senior",5,"No"
"S03833",0,37200,5,1,"Mid",4,"No"
"S03834",5,41900,6,4,"Entry",3,"No"
"S03835",5,60100,1,4,"Mid",7,"No"
"S03836",4,76500,3,1,"Executive",1,"No"
"S03837",3,42800,1,4,"Entry",6,"No"
"S03838",2,55300,7,1,"Entry",3,"Yes"
"S03839",1,44300,2,1,"Executive",7,"No"
"S03840",0,61900,10,3,"Entry",9,"No"
"S03841",0,44300,7,3,"Entry",3,"No"
"S03842",2,64000,3,3,"Mid",1,"No"
"S03843",4,25000,3,5,"Entry",3,"Yes"
"S03844",3,61700,1,2,"Entry",9,"No"
"S03845",2,48200,7,4,"Entry",10,"No"
"S03846",4,59700,8,3,"Entry",4,"No"
"S03847",5,50200,4,2,"Senior",3,"No"
"S03848",4,32500,9,2,"Mid",7,"No"
"S03849",1,53200,4,4,"Senior",7,"No"
"S03850",3,62300,10,5,"Entry",4,"No"
"S03851",3,54000,5,1,"Entry",9,"No"
"S03852",1,28400,6,3,"Entry",9,"No"
"S03853",4,53300,9,5,"Entry",2,"Yes"
"S03854",4,57800,9,4,"Entry",7,"No"
"S03855",3,43900,8,5,"Entry",8,"No"
"S03856",3,25000,10,2,"Entry",8,"Yes"
"S03857",3,42700,2,5,"Entry",10,"No"
"S03858",3,31100,10,3,"Senior",1,"No"
"S03859",4,48500,10,5,"Entry",2,"No"
"S03860",3,31200,1,5,"Mid",8,"No"
"S03861",5,30600,2,2,"Senior",7,"Yes"
"S03862",4,61600,6,5,"Entry",7,"Yes"
"S03863",1,52400,7,2,"Senior",1,"No"
"S03864",5,57400,6,3,"Senior",2,"No"
"S03865",0,41400,1,3,"Entry",2,"No"
"S03866",1,42800,1,1,"Senior",3,"Yes"
"S03867",1,40400,1,1,"Senior",3,"No"
"S03868",2,42400,1,2,"Entry",3,"No"
"S03869",1,43100,10,1,"Senior",4,"No"
"S03870",2,35100,10,1,"Mid",4,"Yes"
"S03871",2,39300,1,4,"Senior",9,"No"
"S03872",2,52900,2,1,"Mid",3,"No"
"S03873",5,35000,2,5,"Entry",3,"No"
"S03874",1,54900,4,3,"Mid",9,"Yes"
"S03875",0,26500,3,1,"Mid",4,"No"
"S03876",5,54600,4,2,"Mid",6,"No"
"S03877",2,48900,5,4,"Senior",10,"No"
"S03878",3,54800,4,4,"Mid",5,"Yes"
"S03879",3,54800,3,3,"Executive",10,"No"
"S03880",4,34700,3,3,"Mid",3,"No"
"S03881",3,50800,4,2,"Senior",8,"No"
"S03882",3,33100,6,2,"Entry",5,"No"
"S03883",2,43800,7,2,"Entry",8,"Yes"
"S03884",5,64100,4,4,"Entry",6,"No"
"S03885",1,35300,8,4,"Entry",9,"No"
"S03886",5,49200,6,2,"Executive",2,"Yes"
"S03887",5,37900,5,1,"Entry",7,"No"
"S03888",3,54600,8,1,"Entry",10,"No"
"S03889",1,63800,6,2,"Entry",4,"No"
"S03890",0,43000,1,2,"Senior",10,"No"
"S03891",5,53200,1,4,"Entry",7,"No"
"S03892",5,46700,10,1,"Entry",9,"No"
"S03893",3,35400,10,3,"Entry",10,"No"
"S03894",0,55300,6,3,"Entry",1,"No"
"S03895",0,57300,8,5,"Entry",5,"No"
"S03896",4,35200,9,3,"Senior",6,"Yes"
"S03897",1,63000,4,1,"Entry",4,"No"
"S03898",1,69100,7,4,"Executive",10,"No"
"S03899",4,36600,9,1,"Entry",6,"No"
"S03900",2,70700,8,1,"Entry",1,"No"
"S03901",4,50100,8,3,"Mid",8,"No"
"S03902",5,49000,1,2,"Entry",6,"No"
"S03903",4,74900,10,5,"Entry",10,"No"
"S03904",4,62600,6,3,"Entry",4,"No"
"S03905",0,40600,9,3,"Mid",5,"Yes"
"S03906",1,42400,8,3,"Entry",8,"No"
"S03907",2,54900,2,5,"Senior",2,"No"
"S03908",3,54700,5,4,"Mid",4,"No"
"S03909",3,49400,4,3,"Mid",7,"Yes"
"S03910",3,39400,8,4,"Senior",2,"No"
"S03911",2,41800,9,4,"Mid",6,"No"
"S03912",3,49600,3,1,"Mid",9,"No"
"S03913",2,26200,9,2,"Senior",2,"No"
"S03914",3,57500,1,5,"Entry",4,"No"
"S03915",3,53900,7,2,"Mid",10,"No"
"S03916",2,36000,8,4,"Entry",10,"No"
"S03917",1,57300,6,4,"Entry",5,"No"
"S03918",5,25000,4,5,"Entry",10,"No"
"S03919",5,55500,4,2,"Senior",8,"No"
"S03920",2,63500,7,1,"Mid",5,"No"
"S03921",2,55900,10,2,"Entry",5,"No"
"S03922",4,59000,6,3,"Entry",10,"No"
"S03923",0,60000,4,2,"Entry",9,"No"
"S03924",0,55900,5,4,"Entry",10,"No"
"S03925",1,49200,10,5,"Mid",6,"No"
"S03926",1,45200,4,3,"Entry",5,"Yes"
"S03927",1,67200,1,4,"Mid",3,"Yes"
"S03928",0,59100,4,2,"Senior",1,"No"
"S03929",1,67800,6,5,"Entry",6,"No"
"S03930",5,64900,2,3,"Senior",10,"No"
"S03931",1,32400,7,2,"Entry",9,"No"
"S03932",2,40000,9,3,"Entry",4,"No"
"S03933",5,25000,10,1,"Entry",8,"Yes"
"S03934",5,26600,2,1,"Entry",2,"No"
"S03935",2,25000,7,5,"Executive",2,"No"
"S03936",0,25000,2,1,"Entry",4,"No"
"S03937",2,46400,9,4,"Mid",2,"No"
"S03938",1,67600,1,2,"Mid",6,"No"
"S03939",2,55300,4,3,"Entry",8,"No"
"S03940",5,60400,2,3,"Entry",3,"No"
"S03941",4,50800,1,1,"Entry",3,"No"
"S03942",2,52200,2,3,"Entry",4,"Yes"
"S03943",0,61700,10,3,"Executive",5,"No"
"S03944",1,47600,6,2,"Mid",3,"Yes"
"S03945",5,51900,5,5,"Executive",6,"Yes"
"S03946",5,43900,1,3,"Mid",5,"No"
"S03947",1,31700,3,1,"Entry",8,"No"
"S03948",0,48100,10,1,"Entry",10,"No"
"S03949",2,32400,6,5,"Mid",4,"No"
"S03950",1,63200,5,3,"Entry",6,"No"
"S03951",1,57300,6,3,"Entry",9,"No"
"S03952",4,72300,8,3,"Entry",6,"No"
"S03953",0,38200,6,5,"Entry",10,"Yes"
"S03954",5,29400,5,1,"Mid",5,"Yes"
"S03955",5,27100,4,3,"Senior",8,"No"
"S03956",2,73600,5,3,"Mid",4,"No"
"S03957",2,44000,9,4,"Mid",6,"No"
"S03958",1,27500,10,2,"Mid",7,"No"
"S03959",3,57100,6,5,"Mid",10,"No"
"S03960",4,45000,5,2,"Entry",6,"No"
"S03961",4,35800,8,5,"Senior",8,"No"
"S03962",4,72300,5,2,"Entry",2,"Yes"
"S03963",5,47900,5,4,"Entry",5,"No"
"S03964",1,58500,8,2,"Entry",3,"No"
"S03965",0,56500,9,3,"Entry",4,"No"
"S03966",0,90700,8,2,"Entry",10,"No"
"S03967",4,47000,9,2,"Entry",8,"No"
"S03968",5,35000,9,1,"Mid",2,"Yes"
"S03969",3,39800,8,5,"Entry",9,"Yes"
"S03970",5,64800,7,2,"Mid",7,"Yes"
"S03971",3,53800,7,3,"Entry",1,"No"
"S03972",2,42900,1,3,"Senior",3,"No"
"S03973",3,55100,7,5,"Mid",8,"No"
"S03974",4,69900,10,4,"Entry",2,"No"
"S03975",2,74900,6,5,"Senior",10,"No"
"S03976",4,55500,1,3,"Entry",7,"No"
"S03977",5,67000,10,4,"Mid",1,"Yes"
"S03978",5,28700,10,4,"Mid",3,"No"
"S03979",0,59300,8,1,"Entry",10,"Yes"
"S03980",4,47300,9,2,"Senior",2,"No"
"S03981",2,32800,2,1,"Entry",2,"No"
"S03982",4,36000,4,2,"Mid",10,"No"
"S03983",1,37800,7,1,"Entry",2,"No"
"S03984",5,54400,1,4,"Mid",4,"Yes"
"S03985",2,33400,8,2,"Executive",6,"No"
"S03986",3,60600,9,3,"Mid",1,"No"
"S03987",0,64500,8,4,"Entry",10,"No"
"S03988",3,48200,2,5,"Entry",7,"No"
"S03989",4,46900,8,4,"Mid",7,"No"
"S03990",3,52300,8,3,"Entry",1,"Yes"
"S03991",2,42600,2,1,"Senior",10,"No"
"S03992",1,71900,9,2,"Senior",9,"No"
"S03993",3,25000,1,1,"Entry",8,"No"
"S03994",4,44200,7,1,"Mid",2,"No"
"S03995",3,26500,2,2,"Senior",7,"No"
"S03996",3,58600,8,1,"Entry",2,"No"
"S03997",2,53200,8,3,"Entry",4,"Yes"
"S03998",4,61300,4,5,"Entry",5,"Yes"
"S03999",4,52400,8,2,"Entry",10,"No"
"S04000",1,55900,5,1,"Executive",3,"No"
"S04001",2,36900,9,2,"Entry",7,"No"
"S04002",5,52200,1,1,"Entry",7,"No"
"S04003",2,38300,5,3,"Entry",6,"No"
"S04004",0,59200,9,4,"Entry",7,"No"
"S04005",1,35800,6,5,"Mid",3,"No"
"S04006",1,42300,4,5,"Mid",7,"No"
"S04007",4,48700,1,2,"Mid",7,"No"
"S04008",4,73000,10,5,"Entry",9,"No"
"S04009",1,50500,6,1,"Senior",2,"No"
"S04010",2,80300,7,3,"Senior",3,"No"
"S04011",0,70700,7,3,"Entry",4,"No"
"S04012",4,45400,9,2,"Entry",8,"No"
"S04013",0,56100,4,1,"Entry",1,"No"
"S04014",1,58300,4,5,"Entry",2,"No"
"S04015",2,25000,5,1,"Mid",2,"No"
"S04016",0,25000,9,5,"Mid",2,"No"
"S04017",5,56700,2,1,"Entry",2,"No"
"S04018",3,57700,4,5,"Entry",7,"No"
"S04019",1,52300,9,5,"Entry",6,"No"
"S04020",2,33300,6,3,"Entry",7,"No"
"S04021",1,86200,6,4,"Senior",6,"No"
"S04022",1,58500,7,4,"Mid",10,"No"
"S04023",0,65300,5,2,"Entry",1,"No"
"S04024",0,64000,4,4,"Entry",6,"No"
"S04025",3,52200,3,2,"Senior",4,"No"
"S04026",4,51300,2,3,"Entry",9,"Yes"
"S04027",3,63600,7,2,"Mid",6,"No"
"S04028",5,42200,5,4,"Entry",9,"No"
"S04029",2,64600,1,5,"Entry",8,"No"
"S04030",2,52600,4,2,"Mid",5,"No"
"S04031",1,58900,9,4,"Entry",10,"No"
"S04032",0,52700,8,4,"Entry",7,"No"
"S04033",1,36700,7,5,"Entry",8,"No"
"S04034",4,47500,5,1,"Entry",5,"Yes"
"S04035",1,68300,1,4,"Mid",8,"Yes"
"S04036",5,59700,5,3,"Entry",10,"No"
"S04037",2,66600,8,5,"Mid",9,"No"
"S04038",5,64100,4,1,"Entry",5,"No"
"S04039",2,41500,5,5,"Mid",8,"Yes"
"S04040",5,26600,8,2,"Entry",9,"No"
"S04041",3,62700,5,4,"Entry",1,"No"
"S04042",5,47500,4,4,"Entry",7,"No"
"S04043",1,60400,4,5,"Entry",7,"No"
"S04044",0,71000,6,2,"Entry",2,"No"
"S04045",4,44700,10,5,"Entry",2,"No"
"S04046",4,38600,1,3,"Executive",8,"No"
"S04047",5,34700,4,4,"Mid",7,"No"
"S04048",0,49700,1,4,"Entry",3,"No"
"S04049",4,28800,6,3,"Entry",10,"No"
"S04050",5,55300,8,1,"Senior",4,"No"
"S04051",5,56000,4,4,"Senior",3,"No"
"S04052",0,55900,8,5,"Executive",4,"No"
"S04053",0,25000,2,1,"Senior",10,"No"
"S04054",3,67900,5,1,"Entry",5,"No"
"S04055",5,51900,3,5,"Entry",10,"Yes"
"S04056",1,43200,7,3,"Mid",1,"No"
"S04057",2,59700,9,1,"Mid",6,"No"
"S04058",2,59500,1,4,"Entry",5,"No"
"S04059",5,32800,8,2,"Entry",5,"No"
"S04060",1,49300,4,1,"Executive",9,"No"
"S04061",4,41000,10,3,"Senior",3,"Yes"
"S04062",0,43700,5,5,"Entry",3,"No"
"S04063",2,57800,1,4,"Entry",9,"Yes"
"S04064",3,36900,5,2,"Senior",8,"No"
"S04065",4,58300,9,1,"Entry",9,"No"
"S04066",3,36100,8,3,"Mid",10,"Yes"
"S04067",2,68100,8,2,"Entry",10,"No"
"S04068",1,40200,6,2,"Mid",8,"No"
"S04069",1,84400,9,4,"Entry",7,"No"
"S04070",3,62200,4,4,"Senior",2,"Yes"
"S04071",5,47100,6,1,"Entry",5,"No"
"S04072",4,35700,3,1,"Mid",10,"No"
"S04073",2,57800,2,2,"Mid",7,"No"
"S04074",0,65200,9,3,"Mid",5,"No"
"S04075",1,59300,5,2,"Entry",1,"No"
"S04076",3,41300,2,3,"Mid",10,"No"
"S04077",2,71400,5,4,"Entry",6,"No"
"S04078",4,54400,6,3,"Senior",6,"Yes"
"S04079",5,40200,8,3,"Entry",6,"No"
"S04080",0,83200,5,4,"Senior",3,"No"
"S04081",0,59800,2,5,"Mid",1,"No"
"S04082",5,56100,7,2,"Entry",7,"No"
"S04083",1,42700,5,1,"Entry",6,"No"
"S04084",0,49500,2,3,"Executive",5,"No"
"S04085",2,37800,6,1,"Entry",3,"No"
"S04086",1,52800,7,1,"Mid",6,"No"
"S04087",1,58200,8,2,"Entry",10,"No"
"S04088",1,25000,3,5,"Senior",9,"No"
"S04089",5,30700,4,5,"Mid",8,"No"
"S04090",2,36300,6,5,"Senior",8,"No"
"S04091",3,27400,3,5,"Senior",8,"No"
"S04092",0,37600,6,4,"Mid",1,"No"
"S04093",0,72100,9,1,"Entry",7,"No"
"S04094",3,67100,5,1,"Entry",1,"No"
"S04095",1,40700,2,4,"Entry",7,"No"
"S04096",4,58300,10,2,"Entry",2,"No"
"S04097",2,32700,2,3,"Entry",3,"Yes"
"S04098",1,79300,7,5,"Senior",10,"Yes"
"S04099",1,47000,4,5,"Entry",2,"No"
"S04100",1,25000,9,4,"Entry",10,"No"
"S04101",0,83500,9,5,"Mid",1,"No"
"S04102",5,45500,6,4,"Senior",5,"No"
"S04103",5,80500,10,3,"Entry",8,"No"
"S04104",5,63800,5,1,"Entry",6,"No"
"S04105",0,54400,7,5,"Entry",4,"No"
"S04106",5,25000,5,2,"Entry",10,"No"
"S04107",4,51600,9,4,"Mid",1,"No"
"S04108",2,26600,9,3,"Mid",10,"No"
"S04109",1,45000,7,2,"Senior",2,"No"
"S04110",5,52400,4,1,"Senior",2,"No"
"S04111",0,69900,1,2,"Senior",3,"No"
"S04112",3,41000,4,4,"Mid",2,"Yes"
"S04113",0,82300,3,5,"Entry",4,"No"
"S04114",1,27000,1,1,"Entry",4,"No"
"S04115",1,37800,10,4,"Mid",5,"No"
"S04116",0,52700,4,3,"Senior",9,"No"
"S04117",3,25000,7,2,"Mid",3,"No"
"S04118",3,32300,2,2,"Senior",6,"No"
"S04119",1,57000,7,1,"Entry",10,"No"
"S04120",0,64000,6,1,"Entry",4,"Yes"
"S04121",2,35400,9,3,"Mid",7,"No"
"S04122",2,42100,2,3,"Senior",4,"No"
"S04123",1,57600,6,1,"Entry",7,"No"
"S04124",3,25000,6,4,"Entry",1,"No"
"S04125",2,47300,6,4,"Entry",9,"Yes"
"S04126",0,46500,3,1,"Entry",1,"No"
"S04127",4,76500,6,2,"Entry",5,"No"
"S04128",4,58000,9,5,"Entry",8,"No"
"S04129",3,50300,3,3,"Entry",8,"No"
"S04130",5,61500,2,4,"Entry",6,"No"
"S04131",4,53300,8,5,"Entry",6,"No"
"S04132",0,36000,3,2,"Mid",2,"No"
"S04133",5,60800,5,3,"Mid",4,"No"
"S04134",1,62900,5,4,"Entry",8,"No"
"S04135",1,45200,2,4,"Entry",2,"Yes"
"S04136",0,53000,2,2,"Entry",6,"No"
"S04137",1,79300,6,2,"Entry",3,"No"
"S04138",0,53100,2,4,"Entry",7,"No"
"S04139",0,46900,6,4,"Entry",9,"No"
"S04140",4,34900,7,5,"Entry",8,"Yes"
"S04141",5,36500,4,2,"Mid",8,"Yes"
"S04142",4,51400,10,2,"Executive",9,"No"
"S04143",3,40600,4,5,"Senior",2,"Yes"
"S04144",4,59000,3,2,"Senior",6,"No"
"S04145",1,43700,1,1,"Mid",9,"No"
"S04146",5,93000,4,3,"Senior",2,"Yes"
"S04147",4,53500,3,1,"Mid",9,"No"
"S04148",0,26300,8,2,"Entry",2,"No"
"S04149",4,52800,5,5,"Mid",9,"No"
"S04150",1,44400,7,4,"Entry",1,"Yes"
"S04151",3,60800,3,2,"Entry",6,"No"
"S04152",5,50100,3,4,"Entry",6,"No"
"S04153",2,56200,6,3,"Entry",2,"No"
"S04154",5,90700,10,1,"Mid",7,"Yes"
"S04155",0,46800,4,3,"Senior",10,"Yes"
"S04156",1,61000,8,4,"Executive",4,"No"
"S04157",1,66600,3,3,"Entry",4,"No"
"S04158",2,54700,5,4,"Executive",9,"Yes"
"S04159",3,25800,1,1,"Mid",2,"No"
"S04160",0,61700,1,4,"Entry",9,"No"
"S04161",3,25000,8,1,"Mid",9,"No"
"S04162",2,75600,7,2,"Entry",6,"Yes"
"S04163",0,30400,1,4,"Entry",10,"No"
"S04164",4,79400,6,3,"Mid",7,"No"
"S04165",3,51300,2,5,"Mid",4,"No"
"S04166",4,63100,1,3,"Entry",1,"No"
"S04167",0,57700,10,5,"Senior",9,"No"
"S04168",2,64600,5,3,"Mid",9,"No"
"S04169",4,25000,5,4,"Entry",1,"Yes"
"S04170",4,40400,2,2,"Mid",4,"No"
"S04171",1,56100,5,4,"Entry",7,"No"
"S04172",0,50800,7,1,"Entry",3,"No"
"S04173",5,44000,4,2,"Senior",5,"No"
"S04174",2,52900,2,4,"Entry",5,"No"
"S04175",1,46700,5,2,"Entry",8,"No"
"S04176",3,83100,6,1,"Mid",9,"No"
"S04177",2,70100,8,5,"Mid",1,"No"
"S04178",1,72300,9,2,"Entry",2,"No"
"S04179",3,77100,10,2,"Mid",5,"Yes"
"S04180",2,57400,8,1,"Senior",1,"No"
"S04181",1,36000,7,4,"Mid",6,"No"
"S04182",2,45800,9,5,"Senior",6,"No"
"S04183",4,55300,9,2,"Entry",3,"Yes"
"S04184",1,52300,6,2,"Entry",4,"No"
"S04185",4,30100,3,2,"Entry",3,"No"
"S04186",1,55400,8,2,"Mid",5,"Yes"
"S04187",4,33200,3,1,"Senior",9,"No"
"S04188",0,79100,1,2,"Senior",10,"Yes"
"S04189",4,61700,4,5,"Entry",3,"No"
"S04190",0,47100,9,1,"Mid",2,"No"
"S04191",5,51000,8,2,"Executive",6,"No"
"S04192",2,75900,6,5,"Entry",10,"No"
"S04193",3,27600,3,3,"Mid",1,"No"
"S04194",3,42800,3,3,"Senior",9,"No"
"S04195",3,58000,7,5,"Senior",10,"No"
"S04196",0,25000,5,2,"Entry",3,"No"
"S04197",3,47900,3,2,"Entry",3,"Yes"
"S04198",3,43300,1,1,"Mid",8,"No"
"S04199",4,87000,9,2,"Senior",6,"No"
"S04200",5,48000,5,1,"Mid",3,"No"
"S04201",3,34500,7,2,"Entry",6,"No"
"S04202",0,36700,10,4,"Senior",6,"Yes"
"S04203",4,25000,9,4,"Entry",3,"Yes"
"S04204",0,75300,4,5,"Mid",6,"No"
"S04205",1,51600,5,4,"Entry",10,"No"
"S04206",3,47400,3,3,"Entry",8,"No"
"S04207",0,64100,7,3,"Entry",9,"No"
"S04208",0,58200,1,1,"Entry",3,"No"
"S04209",4,50200,8,3,"Senior",2,"No"
"S04210",1,35000,3,2,"Entry",10,"No"
"S04211",1,41900,4,1,"Entry",10,"No"
"S04212",3,51900,10,4,"Mid",7,"No"
"S04213",5,60000,4,4,"Mid",8,"No"
"S04214",2,30000,7,3,"Mid",9,"No"
"S04215",2,48700,7,3,"Entry",1,"No"
"S04216",4,69400,4,2,"Entry",1,"No"
"S04217",3,31400,6,4,"Entry",1,"No"
"S04218",4,61200,8,3,"Entry",4,"Yes"
"S04219",5,30500,10,4,"Senior",3,"No"
"S04220",3,42000,4,4,"Mid",7,"No"
"S04221",1,25000,1,3,"Entry",6,"No"
"S04222",2,54500,7,4,"Entry",3,"Yes"
"S04223",0,38500,2,3,"Mid",3,"No"
"S04224",2,25000,3,5,"Entry",5,"No"
"S04225",3,52100,8,3,"Mid",4,"Yes"
"S04226",5,65900,2,4,"Entry",9,"No"
"S04227",2,56100,2,5,"Entry",1,"No"
"S04228",0,55400,4,4,"Senior",1,"No"
"S04229",1,61800,6,4,"Entry",5,"No"
"S04230",1,39200,10,5,"Mid",8,"Yes"
"S04231",3,51600,2,2,"Entry",4,"Yes"
"S04232",2,83000,9,5,"Entry",9,"No"
"S04233",3,52200,2,4,"Entry",7,"No"
"S04234",2,37500,9,4,"Entry",3,"No"
"S04235",4,55200,7,2,"Entry",6,"No"
"S04236",3,44300,3,5,"Senior",6,"No"
"S04237",2,49400,9,3,"Executive",5,"No"
"S04238",4,61200,9,4,"Entry",8,"No"
"S04239",3,41900,6,5,"Entry",1,"No"
"S04240",1,25000,2,1,"Mid",10,"No"
"S04241",5,47400,7,4,"Mid",4,"No"
"S04242",4,57400,4,3,"Mid",7,"Yes"
"S04243",3,76200,4,4,"Mid",6,"Yes"
"S04244",0,66100,7,5,"Mid",7,"No"
"S04245",5,45000,5,2,"Entry",3,"Yes"
"S04246",1,57200,1,1,"Entry",3,"No"
"S04247",5,46300,3,3,"Senior",1,"No"
"S04248",5,63300,7,4,"Entry",7,"No"
"S04249",4,47600,9,3,"Executive",4,"No"
"S04250",2,61300,9,2,"Mid",9,"Yes"
"S04251",0,75000,7,1,"Mid",5,"No"
"S04252",2,88200,5,3,"Mid",5,"No"
"S04253",5,27600,4,5,"Entry",9,"No"
"S04254",0,25000,9,5,"Entry",1,"No"
"S04255",3,35900,6,3,"Senior",6,"Yes"
"S04256",3,49100,10,1,"Entry",8,"No"
"S04257",2,42100,2,4,"Entry",1,"No"
"S04258",5,68700,3,5,"Mid",10,"No"
"S04259",2,38100,7,4,"Mid",9,"No"
"S04260",2,33300,4,4,"Entry",8,"No"
"S04261",4,70100,7,3,"Entry",6,"No"
"S04262",5,58200,5,5,"Entry",9,"No"
"S04263",1,54500,1,3,"Senior",3,"No"
"S04264",2,33300,10,2,"Senior",4,"No"
"S04265",3,66100,3,4,"Senior",3,"No"
"S04266",5,46600,9,1,"Senior",5,"No"
"S04267",5,52000,4,4,"Mid",1,"No"
"S04268",5,55100,5,1,"Senior",1,"Yes"
"S04269",3,70800,2,3,"Entry",2,"No"
"S04270",2,56700,10,5,"Entry",1,"No"
"S04271",5,39700,8,4,"Mid",3,"Yes"
"S04272",5,49900,1,2,"Senior",2,"No"
"S04273",2,60200,4,4,"Mid",10,"No"
"S04274",3,75500,6,1,"Entry",7,"No"
"S04275",4,43900,8,1,"Senior",8,"No"
"S04276",5,42600,4,1,"Mid",2,"No"
"S04277",0,61400,2,5,"Mid",4,"No"
"S04278",3,36700,4,2,"Mid",8,"No"
"S04279",0,40500,1,2,"Mid",10,"No"
"S04280",2,50400,8,1,"Entry",1,"No"
"S04281",1,56600,9,2,"Entry",8,"Yes"
"S04282",2,65300,3,2,"Executive",8,"No"
"S04283",2,52500,8,3,"Entry",2,"Yes"
"S04284",2,51300,9,2,"Mid",3,"No"
"S04285",5,58600,8,1,"Entry",9,"No"
"S04286",3,27000,2,5,"Senior",10,"No"
"S04287",3,51200,2,3,"Mid",5,"Yes"
"S04288",1,74200,10,2,"Mid",7,"No"
"S04289",0,61700,4,3,"Entry",5,"No"
"S04290",0,49600,1,4,"Entry",10,"No"
"S04291",0,61000,3,3,"Mid",2,"No"
"S04292",2,31500,4,3,"Entry",2,"Yes"
"S04293",1,56500,2,3,"Mid",1,"No"
"S04294",2,49500,7,2,"Mid",6,"No"
"S04295",1,51500,10,3,"Senior",7,"No"
"S04296",4,44500,3,5,"Entry",5,"No"
"S04297",3,71100,7,2,"Mid",3,"No"
"S04298",5,42600,7,1,"Mid",10,"No"
"S04299",5,34000,9,4,"Entry",10,"No"
"S04300",5,27800,4,1,"Mid",9,"No"
"S04301",2,25000,4,2,"Entry",8,"No"
