"Student_ID","High_School_GPA","SAT_Score","University_Ranking","University_GPA","Field_of_Study"
"S03806",3.7,1275,402,3.28,"Engineering"
"S03807",3.52,1432,294,2.01,"Medicine"
"S03808",2.59,1319,171,2.51,"Computer Science"
"S03809",2.85,1295,32,2.56,"Computer Science"
"S03810",2.37,1421,263,2.19,"Engineering"
"S03811",2.22,1086,215,2.56,"Medicine"
"S03812",3.45,1544,983,2.64,"Computer Science"
"S03813",2.54,932,558,3.94,"Law"
"S03814",3.64,968,189,3.34,"Arts"
"S03815",3.99,1491,786,2.85,"Law"
"S03816",2.15,1090,583,3.98,"Medicine"
"S03817",2.95,1000,808,2.31,"Law"
"S03818",3.6,1384,600,2.95,"Business"
"S03819",3.58,1184,846,3.29,"Mathematics"
"S03820",3.52,1289,946,2.11,"Mathematics"
"S03821",2.7,1464,261,3.43,"Arts"
"S03822",2.91,1059,182,2.2,"Medicine"
"S03823",3.19,1453,505,2.28,"Engineering"
"S03824",3.95,946,342,2.32,"Computer Science"
"S03825",2.66,1058,954,3.86,"Arts"
"S03826",3.85,1345,22,3.37,"Engineering"
"S03827",2.54,1595,74,3.31,"Medicine"
"S03828",3.98,1422,602,3.11,"Business"
"S03829",3.34,1565,847,2.59,"Computer Science"
"S03830",2.93,1054,166,3.24,"Computer Science"
"S03831",3.23,1238,234,2.82,"Arts"
"S03832",2.55,1264,375,2.29,"Engineering"
"S03833",2.55,1598,433,3.38,"Mathematics"
"S03834",2.23,1473,641,2.26,"Medicine"
"S03835",2.23,1047,334,2.38,"Medicine"
"S03836",2.7,1043,804,3.64,"Engineering"
"S03837",3.53,1002,607,3.32,"Computer Science"
"S03838",3.22,992,540,3.26,"Engineering"
"S03839",2.21,1185,866,2.84,"Law"
"S03840",3.7,1323,35,2.79,"Mathematics"
"S03841",3.2,1018,444,3.38,"Medicine"
"S03842",3.92,928,231,3.48,"Engineering"
"S03843",3.34,1410,318,3.02,"Computer Science"
"S03844",2.35,929,343,3.94,"Arts"
"S03845",2.95,1265,430,3.91,"Law"
"S03846",3.3,1037,876,2.82,"Computer Science"
"S03847",2.06,1374,979,3.64,"Business"
"S03848",2.03,1462,637,3.09,"Business"
"S03849",2.26,1291,466,3.02,"Engineering"
"S03850",2.5,1334,79,2.11,"Mathematics"
"S03851",2.86,1133,893,3.15,"Mathematics"
"S03852",2.97,954,573,3.8,"Computer Science"
"S03853",2.28,1191,449,3.56,"Computer Science"
"S03854",3.35,1211,729,3.57,"Medicine"
"S03855",3.19,1447,282,2.32,"Arts"
"S03856",2.59,988,675,2.72,"Law"
"S03857",2.03,1111,57,2.47,"Computer Science"
"S03858",2.16,1217,975,2.63,"Law"
"S03859",2.78,1364,191,3.16,"Engineering"
"S03860",2.31,986,644,2.73,"Medicine"
"S03861",2.75,1308,463,3.12,"Mathematics"
"S03862",3.26,1139,42,2.88,"Law"
"S03863",3.09,1599,486,2.57,"Law"
"S03864",2.46,956,173,2.19,"Law"
"S03865",2.69,1012,679,3.78,"Law"
"S03866",3.23,969,250,2.02,"Law"
"S03867",3.72,1591,510,2,"Mathematics"
"S03868",3.51,1083,502,3.65,"Medicine"
"S03869",3.11,1175,193,3.99,"Engineering"
"S03870",2.72,1132,790,3.45,"Law"
"S03871",2.73,953,907,2.03,"Law"
"S03872",3.76,1156,750,2.45,"Engineering"
"S03873",2.08,989,742,3.94,"Computer Science"
"S03874",3.98,1562,165,3.62,"Computer Science"
"S03875",3.33,1334,755,3.13,"Mathematics"
"S03876",3.36,1524,90,2.47,"Medicine"
"S03877",2.08,1307,691,2.03,"Medicine"
"S03878",3.21,1168,987,2.04,"Arts"
"S03879",2.97,1568,58,3.22,"Medicine"
"S03880",2.21,1265,973,2.04,"Mathematics"
"S03881",2.56,1250,263,3.99,"Engineering"
"S03882",3.78,1198,648,2.37,"Law"
"S03883",3.1,1058,750,3.42,"Engineering"
"S03884",2.83,1386,819,2.31,"Mathematics"
"S03885",2.15,1425,243,3.08,"Arts"
"S03886",3.43,1254,663,2.16,"Business"
"S03887",3.41,1520,858,3.53,"Mathematics"
"S03888",3.23,1300,876,3.17,"Mathematics"
"S03889",3.02,1304,759,2.17,"Business"
"S03890",2.87,995,219,3.7,"Engineering"
"S03891",3.19,1469,9,3.09,"Business"
"S03892",2.47,1291,430,3.84,"Mathematics"
"S03893",3.88,1251,806,3.83,"Mathematics"
"S03894",3.18,1565,879,3.84,"Business"
"S03895",2.62,1475,13,2.16,"Mathematics"
"S03896",2.9,1569,775,2.24,"Arts"
"S03897",3.61,1532,907,3.98,"Mathematics"
"S03898",2.32,1187,970,2.98,"Mathematics"
"S03899",2.59,1422,225,2.48,"Law"
"S03900",3.36,1061,743,3.54,"Medicine"
"S03901",2.63,1516,690,2.53,"Medicine"
"S03902",3.59,1558,759,3.45,"Business"
"S03903",2.26,1081,67,3.67,"Computer Science"
"S03904",3.53,1448,809,3.57,"Arts"
"S03905",2.14,981,669,2.55,"Law"
"S03906",2.03,1423,677,2.8,"Law"
"S03907",3.8,903,503,2.83,"Business"
"S03908",3.16,1394,184,2.98,"Computer Science"
"S03909",2.7,1454,208,2.33,"Computer Science"
"S03910",2.47,950,528,2.9,"Law"
"S03911",3.23,1160,300,3.02,"Arts"
"S03912",3.02,1033,818,3.06,"Medicine"
"S03913",3.98,1498,241,3.64,"Law"
"S03914",3.97,1261,455,3.03,"Mathematics"
"S03915",3.27,1467,975,2.46,"Law"
"S03916",2.89,1116,742,3.33,"Mathematics"
"S03917",2.98,967,902,3.59,"Engineering"
"S03918",3.36,1455,530,2.64,"Computer Science"
"S03919",2.2,1042,659,3.29,"Engineering"
"S03920",2.66,1245,244,2.29,"Engineering"
"S03921",2.15,1453,563,2.68,"Arts"
"S03922",2.15,1550,962,3.82,"Law"
"S03923",2.39,1484,771,3.82,"Medicine"
"S03924",2.97,1093,238,3.15,"Mathematics"
"S03925",3.57,1566,246,3.4,"Mathematics"
"S03926",2.97,1145,345,3.71,"Arts"
"S03927",2.67,1213,484,3.92,"Computer Science"
"S03928",2.16,1283,310,2.98,"Medicine"
"S03929",3.1,1176,561,3.12,"Law"
"S03930",2.54,971,284,2.83,"Business"
"S03931",3.23,1028,38,2.14,"Medicine"
"S03932",3.95,1257,796,2.85,"Mathematics"
"S03933",2.22,1597,32,3.58,"Arts"
"S03934",2.42,1424,243,3.61,"Arts"
"S03935",2.95,1119,553,3.78,"Engineering"
"S03936",3.94,905,292,2.1,"Law"
"S03937",3.54,1523,615,3.05,"Business"
"S03938",3.8,1127,292,2.21,"Law"
"S03939",2.67,916,619,2.4,"Medicine"
"S03940",3.98,1484,758,3.8,"Business"
"S03941",2.21,911,382,2.99,"Law"
"S03942",2.11,1497,599,3.52,"Engineering"
"S03943",3.71,1398,578,2.13,"Business"
"S03944",3.85,1591,138,2.83,"Business"
"S03945",2.18,1533,838,3.35,"Medicine"
"S03946",2.23,1401,200,2.27,"Business"
"S03947",2.07,969,335,2.65,"Engineering"
"S03948",2.21,1007,605,2.13,"Computer Science"
"S03949",2.42,1100,447,3.3,"Computer Science"
"S03950",3.94,951,348,3.94,"Arts"
"S03951",3.34,1448,278,3.65,"Computer Science"
"S03952",3.56,1528,994,3.95,"Medicine"
"S03953",3.55,1158,532,3.69,"Arts"
"S03954",3.07,1381,801,3.71,"Computer Science"
"S03955",3.59,1163,399,3.15,"Computer Science"
"S03956",3.19,1202,391,3.04,"Arts"
"S03957",2.63,1475,984,2.81,"Medicine"
"S03958",3.12,1453,602,3.64,"Arts"
"S03959",3.07,1454,562,2.36,"Mathematics"
"S03960",3.65,1024,10,2.11,"Mathematics"
"S03961",3.96,1169,591,3.9,"Medicine"
"S03962",2.82,1379,549,2.01,"Medicine"
"S03963",3.53,1031,59,3.95,"Law"
"S03964",2.2,901,88,3.46,"Engineering"
"S03965",3.55,1014,459,2.66,"Computer Science"
"S03966",2.74,1380,104,3.4,"Law"
"S03967",2.08,900,831,3.64,"Computer Science"
"S03968",2.73,1230,789,2.49,"Law"
"S03969",3.22,1476,104,3.54,"Business"
"S03970",2.24,1536,254,3.61,"Mathematics"
"S03971",3.85,1290,742,2.5,"Arts"
"S03972",2.16,1042,335,2.08,"Law"
"S03973",3.86,1227,463,2.41,"Mathematics"
"S03974",3.41,1527,549,2.4,"Engineering"
"S03975",2.66,1276,301,2.13,"Computer Science"
"S03976",2.78,989,654,3.45,"Business"
"S03977",3.48,941,555,2.76,"Engineering"
"S03978",3.2,934,628,3.77,"Medicine"
"S03979",3.34,1393,341,2.5,"Computer Science"
"S03980",2.78,1452,492,2.91,"Mathematics"
"S03981",2.98,1023,84,3.28,"Law"
"S03982",3.98,956,929,3.75,"Arts"
"S03983",2.43,1355,259,3.05,"Engineering"
"S03984",2.84,1134,360,2.75,"Mathematics"
"S03985",2.58,1507,87,3.73,"Business"
"S03986",3.53,1291,428,2.62,"Arts"
"S03987",3.53,1391,367,2.16,"Medicine"
"S03988",2.58,1242,343,2.89,"Arts"
"S03989",2.16,1543,347,3.57,"Mathematics"
"S03990",2.02,1075,803,2.06,"Mathematics"
"S03991",2.85,951,921,3.17,"Business"
"S03992",2.82,1449,96,3.19,"Medicine"
"S03993",3.98,1377,255,3.86,"Business"
"S03994",2.94,1388,854,2.57,"Mathematics"
"S03995",2.51,904,136,2.56,"Computer Science"
"S03996",3.78,1531,248,2.88,"Business"
"S03997",2.98,1108,499,2.71,"Arts"
"S03998",3.2,1116,884,3.47,"Mathematics"
"S03999",2.19,1435,958,3.28,"Computer Science"
"S04000",2.77,1241,486,3.52,"Computer Science"
"S04001",3.89,1300,402,3.64,"Engineering"
"S04002",3.18,1361,604,3.85,"Arts"
"S04003",2.69,1110,412,2.86,"Arts"
"S04004",3.25,925,971,3.97,"Medicine"
"S04005",3.82,1151,908,2.43,"Business"
"S04006",2.55,902,448,3.43,"Law"
"S04007",3.01,901,247,3.07,"Business"
"S04008",3.92,1503,770,3.63,"Arts"
"S04009",2.34,901,699,2.95,"Business"
"S04010",3.44,1049,421,3.57,"Arts"
"S04011",3.23,1482,124,3.86,"Mathematics"
"S04012",3.36,903,260,3.46,"Computer Science"
"S04013",2.7,1396,169,3.55,"Business"
"S04014",2.63,1449,941,2.13,"Mathematics"
"S04015",3.37,1367,877,2.41,"Business"
"S04016",2.43,969,111,3.95,"Arts"
"S04017",2.84,1100,290,3.39,"Mathematics"
"S04018",2.38,1207,599,3.12,"Arts"
"S04019",2.02,1151,13,2.73,"Medicine"
"S04020",3.94,1186,263,2.09,"Business"
"S04021",2.86,1191,800,2.74,"Engineering"
"S04022",3.94,1053,23,3,"Arts"
"S04023",2.28,1032,945,2.42,"Engineering"
"S04024",3.17,1485,200,2.35,"Computer Science"
"S04025",2.4,1173,242,3.02,"Computer Science"
"S04026",3.58,1596,239,3.17,"Engineering"
"S04027",3.57,1408,303,2.48,"Law"
"S04028",2.23,1252,165,3.17,"Computer Science"
"S04029",3.82,904,738,3.8,"Engineering"
"S04030",2.39,1192,176,2.95,"Medicine"
"S04031",3.23,1259,29,3.71,"Medicine"
"S04032",3.97,1497,677,3.85,"Computer Science"
"S04033",3.76,1113,535,2.18,"Mathematics"
"S04034",3.91,1305,294,2.19,"Engineering"
"S04035",2.69,1335,477,2.95,"Engineering"
"S04036",2.21,914,383,3.18,"Engineering"
"S04037",2.38,1172,556,2.85,"Law"
"S04038",3,1462,773,2.65,"Computer Science"
"S04039",3.59,944,692,3.28,"Law"
"S04040",2.3,1533,296,2,"Engineering"
"S04041",3.32,1311,651,3.94,"Arts"
"S04042",2.65,1086,334,2.46,"Engineering"
"S04043",2.68,1560,248,3.83,"Arts"
"S04044",3.32,1069,241,2.22,"Medicine"
"S04045",2.93,1493,106,2.48,"Arts"
"S04046",3.62,1300,898,2.47,"Medicine"
"S04047",2.31,1145,931,3.99,"Computer Science"
"S04048",3.58,1451,685,2.01,"Mathematics"
"S04049",2.13,1579,561,3.28,"Mathematics"
"S04050",2.39,942,123,3.74,"Law"
"S04051",3.31,1078,35,3.34,"Law"
"S04052",3.71,1356,618,2.73,"Medicine"
"S04053",2.51,1434,988,3.92,"Medicine"
"S04054",2.65,1506,840,3.79,"Engineering"
"S04055",3.07,1571,416,2.87,"Business"
"S04056",2.42,1143,708,3.15,"Medicine"
"S04057",3.62,916,621,3.94,"Arts"
"S04058",3.55,1011,637,3.97,"Computer Science"
"S04059",2.29,1514,327,2.9,"Law"
"S04060",2.93,1497,295,3.69,"Arts"
"S04061",3.55,1446,432,2.6,"Law"
"S04062",2.67,929,347,2.74,"Computer Science"
"S04063",3.27,1091,37,2.33,"Arts"
"S04064",2.1,1336,700,2.42,"Law"
"S04065",3.22,1078,512,3.31,"Medicine"
"S04066",2.31,1515,849,3.02,"Business"
"S04067",3.66,1576,970,2.46,"Medicine"
"S04068",2.71,1373,900,2.81,"Mathematics"
"S04069",2.56,1533,535,2.75,"Law"
"S04070",3.68,1033,910,3.97,"Engineering"
"S04071",2.1,1211,773,3.71,"Arts"
"S04072",2.79,924,706,2.78,"Business"
"S04073",2.74,1270,878,3.83,"Arts"
"S04074",2.57,1424,664,2.69,"Engineering"
"S04075",3.82,1218,18,3.34,"Engineering"
"S04076",3.5,1129,27,3.93,"Engineering"
"S04077",2.13,1001,536,2.78,"Law"
"S04078",3.43,1349,29,3.36,"Medicine"
"S04079",3.05,1277,651,2.59,"Law"
"S04080",3.8,1102,658,2.53,"Medicine"
"S04081",2.63,1166,635,3.15,"Business"
"S04082",3.15,1361,640,3.96,"Engineering"
"S04083",3,1264,880,2.91,"Mathematics"
"S04084",2.98,1003,117,3.88,"Medicine"
"S04085",2.91,1010,132,3.83,"Computer Science"
"S04086",2.41,1327,289,2.51,"Mathematics"
"S04087",3.51,1368,718,2.8,"Computer Science"
"S04088",2.9,1480,236,3.29,"Medicine"
"S04089",3.92,1579,42,3.04,"Mathematics"
"S04090",2.52,1460,160,2.19,"Mathematics"
"S04091",3.37,1149,764,3.99,"Business"
"S04092",3.88,1381,691,3.51,"Arts"
"S04093",3.33,1230,125,2.88,"Law"
"S04094",3.74,1486,260,3.24,"Engineering"
"S04095",3.65,1100,276,2.18,"Medicine"
"S04096",2.72,1353,213,2.99,"Business"
"S04097",3.2,1403,963,3.86,"Mathematics"
"S04098",2.31,1445,473,3.79,"Law"
"S04099",3.07,1010,836,2.67,"Arts"
"S04100",2.46,1443,702,3.06,"Business"
"S04101",3.49,1108,570,3.39,"Arts"
"S04102",3.06,1543,431,2.68,"Computer Science"
"S04103",2.82,1517,715,2.13,"Law"
"S04104",2.54,932,80,3.01,"Law"
"S04105",4,1454,955,3.2,"Arts"
"S04106",2.14,1006,228,2.01,"Computer Science"
"S04107",2.09,1164,902,2.19,"Engineering"
"S04108",2.43,1125,95,2.41,"Medicine"
"S04109",3.94,1386,424,2.7,"Mathematics"
"S04110",3.96,1078,973,3.08,"Computer Science"
"S04111",3.31,1121,919,2.59,"Business"
"S04112",3.76,1269,948,2.55,"Arts"
"S04113",2.43,1536,516,3.74,"Law"
"S04114",3.94,1066,165,2.29,"Business"
"S04115",2.29,1562,426,2.99,"Law"
"S04116",2.2,1452,997,3.91,"Computer Science"
"S04117",2.22,1199,812,3.25,"Law"
"S04118",3.15,1280,993,3.43,"Mathematics"
"S04119",3.56,934,893,2.86,"Law"
"S04120",2.73,1306,42,2.04,"Mathematics"
"S04121",3.96,1401,797,3.29,"Law"
"S04122",2.87,1213,741,3.26,"Law"
"S04123",2.3,1000,403,2.22,"Mathematics"
"S04124",2.93,1468,755,2.92,"Mathematics"
"S04125",3.36,1114,724,3.83,"Business"
"S04126",3.66,1567,416,2.41,"Arts"
"S04127",2.92,1475,300,2.92,"Medicine"
"S04128",3.19,961,55,2.92,"Business"
"S04129",2.53,1268,336,3.62,"Engineering"
"S04130",3.29,1267,901,3.65,"Arts"
"S04131",3.97,1473,881,3.52,"Arts"
"S04132",2.1,993,430,2.73,"Mathematics"
"S04133",3.77,1368,972,2.14,"Engineering"
"S04134",3.12,925,685,2.7,"Mathematics"
"S04135",2.5,1334,789,3.36,"Mathematics"
"S04136",3.91,1020,334,3.41,"Computer Science"
"S04137",2.97,949,741,3.93,"Engineering"
"S04138",2.66,935,406,2.91,"Computer Science"
"S04139",2.36,1309,30,3.26,"Medicine"
"S04140",2.49,1188,535,3.08,"Computer Science"
"S04141",3.67,1278,517,2.3,"Mathematics"
"S04142",3.23,999,575,2.92,"Medicine"
"S04143",3.83,1223,221,3.09,"Medicine"
"S04144",2.46,1228,827,3.9,"Law"
"S04145",2.24,1547,990,2.73,"Law"
"S04146",2.01,1120,594,3.96,"Engineering"
"S04147",3.02,1466,494,3.08,"Mathematics"
"S04148",4,1009,754,2.48,"Medicine"
"S04149",3.39,1048,253,2.38,"Mathematics"
"S04150",2.62,1305,564,2.28,"Computer Science"
"S04151",3.75,1573,321,2.91,"Business"
"S04152",3.56,1598,39,2.04,"Law"
"S04153",2.03,1309,465,2.89,"Arts"
"S04154",3.63,1028,771,3.98,"Arts"
"S04155",2.6,1383,938,3.34,"Computer Science"
"S04156",2.3,1007,839,3.52,"Law"
"S04157",2.45,1288,411,2.24,"Business"
"S04158",2.94,1324,412,2.95,"Mathematics"
"S04159",2.85,1346,492,2.57,"Medicine"
"S04160",2.58,967,438,3.79,"Law"
"S04161",2.34,965,479,2.36,"Computer Science"
"S04162",3.52,1555,783,2.92,"Mathematics"
"S04163",3.98,1464,949,3.18,"Medicine"
"S04164",3.56,1539,72,3.03,"Law"
"S04165",2.59,1403,582,3.66,"Engineering"
"S04166",2.49,1403,220,2.46,"Business"
"S04167",2.44,1220,4,2.75,"Arts"
"S04168",2.27,1479,862,3.58,"Computer Science"
"S04169",3.1,1346,913,3.06,"Arts"
"S04170",3.21,1473,290,2.8,"Mathematics"
"S04171",3.41,1109,380,2.06,"Medicine"
"S04172",3.36,1269,902,3.51,"Medicine"
"S04173",2.58,1463,804,3.94,"Engineering"
"S04174",2.66,1527,355,3.24,"Medicine"
"S04175",3.36,1357,743,3.71,"Medicine"
"S04176",2.7,1476,935,3.03,"Mathematics"
"S04177",2.43,1541,80,2.46,"Arts"
"S04178",2.75,1588,66,2.03,"Arts"
"S04179",2.54,1062,136,3.31,"Computer Science"
"S04180",2.18,1231,399,2.99,"Computer Science"
"S04181",3.66,1563,703,3.56,"Medicine"
"S04182",3.71,1249,347,3.39,"Law"
"S04183",2.44,1569,848,3.98,"Business"
"S04184",2.13,1367,961,3.02,"Computer Science"
"S04185",3.48,1325,59,2.85,"Medicine"
"S04186",2.42,1226,778,2.57,"Law"
"S04187",2.79,1005,519,2.95,"Law"
"S04188",2.13,1154,880,3.75,"Arts"
"S04189",2.45,1257,714,2.08,"Law"
"S04190",3.59,1343,844,3.96,"Engineering"
"S04191",3.61,1012,977,3.99,"Arts"
"S04192",2.41,929,237,3.2,"Arts"
"S04193",2.67,1423,780,2.66,"Engineering"
"S04194",2.27,1588,79,2.45,"Mathematics"
"S04195",2.15,945,558,2.55,"Mathematics"
"S04196",3.98,1070,755,2.1,"Arts"
"S04197",3.31,1029,800,2.95,"Computer Science"
"S04198",3.08,1252,672,2.11,"Arts"
"S04199",3.53,1102,115,3.44,"Engineering"
"S04200",3.68,1125,986,2.74,"Medicine"
"S04201",3.61,979,462,2.4,"Medicine"
"S04202",2.03,1209,626,3.09,"Medicine"
"S04203",2.37,934,126,3.95,"Mathematics"
"S04204",3.31,1463,602,3.39,"Engineering"
"S04205",2.75,1060,573,2.98,"Engineering"
"S04206",3.96,1495,965,3.55,"Computer Science"
"S04207",3.33,1334,500,3.47,"Engineering"
"S04208",3.91,1437,829,3.78,"Law"
"S04209",2.4,1124,102,2.41,"Medicine"
"S04210",3.73,1345,626,3.72,"Engineering"
"S04211",2.64,1216,174,2.6,"Business"
"S04212",3.98,1565,452,3.88,"Mathematics"
"S04213",2.32,1313,92,2.56,"Arts"
"S04214",3.03,994,695,3.85,"Computer Science"
"S04215",3.59,1124,385,3.93,"Medicine"
"S04216",2.87,1452,205,2.29,"Law"
"S04217",2.94,1544,363,3.95,"Law"
"S04218",3.97,965,707,2.17,"Medicine"
"S04219",2.85,1296,817,2.44,"Law"
"S04220",3.21,1109,498,2.89,"Business"
"S04221",2.11,1373,537,3.99,"Computer Science"
"S04222",3.68,1564,234,2.98,"Mathematics"
"S04223",3.3,1583,16,3.1,"Arts"
"S04224",2.81,1470,981,3.39,"Computer Science"
"S04225",2.03,1595,141,3.94,"Computer Science"
"S04226",3.18,1389,948,3.57,"Mathematics"
"S04227",2.03,1079,620,2.45,"Medicine"
"S04228",2,1423,420,2.61,"Engineering"
"S04229",3.23,1358,456,2.2,"Arts"
"S04230",2.38,967,300,3.29,"Computer Science"
"S04231",2.38,1228,339,2.36,"Business"
"S04232",3.31,1101,303,2.51,"Mathematics"
"S04233",2.11,1374,892,3.78,"Medicine"
"S04234",2.63,1417,592,2.65,"Engineering"
"S04235",2.3,914,76,3.13,"Engineering"
"S04236",3.16,941,788,2.8,"Medicine"
"S04237",3.32,1442,914,2.15,"Computer Science"
"S04238",3.44,1592,950,2.73,"Mathematics"
"S04239",2.51,1188,780,2.82,"Law"
"S04240",2.18,1432,624,3.79,"Medicine"
"S04241",2.16,1593,921,2.65,"Law"
"S04242",2.85,1595,316,2.76,"Engineering"
"S04243",3.89,1143,500,3.57,"Engineering"
"S04244",2.44,1560,75,3.52,"Business"
"S04245",2.51,1511,726,3.6,"Business"
"S04246",2.2,1466,366,3.91,"Engineering"
"S04247",3.21,1597,546,3.59,"Business"
"S04248",3.36,1497,653,2.82,"Business"
"S04249",3.29,1073,678,3.64,"Business"
"S04250",3.72,1433,396,3.02,"Engineering"
"S04251",2.97,1408,231,2.56,"Computer Science"
"S04252",2.27,1143,804,2.61,"Computer Science"
"S04253",2.58,959,28,2.45,"Mathematics"
"S04254",3.32,1003,475,2.29,"Arts"
"S04255",3.23,1550,295,2.37,"Business"
"S04256",3.06,1202,845,2.13,"Computer Science"
"S04257",3.37,1570,427,3.78,"Arts"
"S04258",3.27,976,872,3.86,"Medicine"
"S04259",3.76,917,91,3.17,"Business"
"S04260",3.17,1433,115,3.68,"Computer Science"
"S04261",3.56,1083,159,2.37,"Computer Science"
"S04262",2.5,1556,258,3.8,"Law"
"S04263",3.36,1449,373,3.01,"Computer Science"
"S04264",3.8,1180,850,2.13,"Law"
"S04265",2.77,1187,90,2.28,"Arts"
"S04266",3.56,1554,757,2.62,"Law"
"S04267",3.45,1424,298,2.09,"Medicine"
"S04268",2.12,1597,31,2.62,"Mathematics"
"S04269",3.16,1373,829,2.12,"Business"
"S04270",2.26,1166,358,2.47,"Computer Science"
"S04271",3.93,1508,824,2.53,"Mathematics"
"S04272",3.62,1256,470,3.99,"Engineering"
"S04273",2.22,900,740,2.47,"Business"
"S04274",2.24,926,851,2.48,"Engineering"
"S04275",3.19,1447,128,3.37,"Mathematics"
"S04276",2.69,1059,782,3.72,"Arts"
"S04277",2.07,1298,270,2.77,"Computer Science"
"S04278",3.08,1442,498,3.75,"Business"
"S04279",2.78,1026,413,2.68,"Business"
"S04280",2.2,1109,209,2.39,"Computer Science"
"S04281",3.6,1049,690,2.66,"Mathematics"
"S04282",3.83,930,306,3.22,"Medicine"
"S04283",3.51,1511,191,2.73,"Arts"
"S04284",3.64,1201,357,3.35,"Computer Science"
"S04285",2.43,1582,457,2.47,"Law"
"S04286",2.53,1156,449,3.4,"Business"
"S04287",2.42,956,68,2.69,"Medicine"
"S04288",3.53,908,839,2.91,"Business"
"S04289",3.9,904,779,3.12,"Engineering"
"S04290",3.43,1013,782,3.37,"Business"
"S04291",3.76,1584,874,2.48,"Arts"
"S04292",3.28,1104,467,3.67,"Computer Science"
"S04293",2.78,923,360,3.44,"Business"
"S04294",2.85,1392,387,2.47,"Law"
"S04295",2.15,1581,128,3.95,"Engineering"
"S04296",2.06,1305,776,3.33,"Engineering"
"S04297",3.39,1002,733,2.9,"Computer Science"
"S04298",2.88,959,754,2.32,"Engineering"
"S04299",3.1,985,485,3.07,"Mathematics"
"S04300",3.12,1576,244,2.33,"Computer Science"
"S04301",2.55,1271,939,2.86,"Arts"
"S04302",2.95,1578,905,2.82,"Computer Science"
"S04303",2.94,1495,19,3.44,"Medicine"
"S04304",2.78,1101,396,2.38,"Engineering"
"S04305",3.64,1501,667,3.64,"Engineering"
"S04306",2.9,988,229,2.65,"Law"
"S04307",3.21,1336,368,2.89,"Business"
"S04308",3.79,1019,58,3.54,"Medicine"
"S04309",3.73,1055,281,3.25,"Mathematics"
"S04310",3.78,1298,557,2.62,"Business"
"S04311",2.54,1599,102,2.77,"Computer Science"
"S04312",2.07,1087,48,2.61,"Arts"
"S04313",2.52,951,562,3.19,"Law"
"S04314",2.56,1551,593,2.67,"Engineering"
"S04315",3.82,1430,812,3.45,"Mathematics"
"S04316",3.3,1379,59,3.16,"Mathematics"
"S04317",2.16,1486,161,2.29,"Arts"
"S04318",2.27,1129,103,2.62,"Computer Science"
"S04319",2.31,1380,846,2.44,"Computer Science"
"S04320",3.26,1029,412,2.78,"Medicine"
"S04321",3.47,954,786,3.03,"Business"
"S04322",3.72,1170,183,3.01,"Engineering"
"S04323",3.88,999,417,3.51,"Mathematics"
"S04324",2.4,968,116,2.38,"Engineering"
"S04325",2.62,1198,874,3.89,"Mathematics"
"S04326",2.48,1428,399,2.69,"Arts"
"S04327",2.72,1253,957,2.6,"Medicine"
"S04328",3.83,1527,779,3.37,"Law"
"S04329",3.15,1051,676,3.61,"Computer Science"
"S04330",3.48,1229,655,2.76,"Medicine"
"S04331",2.98,1015,437,3.49,"Engineering"
"S04332",2.06,1441,318,3.77,"Law"
"S04333",2.13,1222,816,3.53,"Business"
"S04334",3.08,1462,606,2.07,"Arts"
"S04335",3.44,1471,250,3.65,"Computer Science"
"S04336",2.43,1128,911,3.55,"Computer Science"
"S04337",3.44,1259,447,3.34,"Computer Science"
"S04338",3.62,904,497,3.52,"Business"
"S04339",2.82,927,343,3.96,"Engineering"
"S04340",3.49,1263,427,2.86,"Engineering"
"S04341",2.81,1361,818,2.13,"Medicine"
"S04342",3.36,1130,828,2.92,"Law"
"S04343",3.53,1294,240,2.09,"Mathematics"
"S04344",3.98,1170,59,2.59,"Medicine"
"S04345",2.69,1203,527,3.17,"Engineering"
"S04346",2.82,1282,797,2.62,"Computer Science"
"S04347",2.33,1457,203,3.37,"Business"
"S04348",2.41,927,749,3.64,"Engineering"
"S04349",3.39,1418,466,2.84,"Business"
"S04350",3.83,1098,296,3.8,"Arts"
"S04351",2.79,1505,287,2.16,"Computer Science"
"S04352",2.36,981,73,3.68,"Arts"
"S04353",2.57,987,726,3.66,"Engineering"
"S04354",2.91,1289,523,2.64,"Medicine"
"S04355",2.58,1597,337,2.6,"Engineering"
"S04356",2.47,1479,737,2.61,"Arts"
"S04357",3.47,1350,318,3.62,"Business"
"S04358",2.02,1332,203,3.66,"Law"
"S04359",3.08,1273,231,2.66,"Law"
"S04360",3.59,1334,904,3.19,"Engineering"
"S04361",2.53,1086,563,2.28,"Mathematics"
"S04362",3.21,1289,57,2.94,"Medicine"
"S04363",3.34,1117,644,4,"Arts"
"S04364",3.31,1007,420,2.32,"Engineering"
"S04365",2.89,1449,915,3.9,"Arts"
"S04366",2.69,1248,280,3.65,"Arts"
"S04367",3.67,1421,809,3.94,"Computer Science"
"S04368",3.52,925,305,2.36,"Law"
"S04369",2.64,947,466,2.43,"Mathematics"
"S04370",2.21,1269,737,2.03,"Law"
"S04371",2.14,913,174,3.45,"Business"
"S04372",2.19,1511,804,3.29,"Mathematics"
"S04373",3.17,1086,266,2.36,"Computer Science"
"S04374",2.1,1423,247,3.58,"Law"
"S04375",2.67,1178,78,2.6,"Arts"
"S04376",3.51,1240,647,2.27,"Medicine"
